,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration,simplified,Annotation
8942,Allstate Fire and Casualty Insurance Company,7011522,2021-01-25,2021-02-18,Homeowners,Homeowners,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
8943,UnitedHealthcare Insurance Company,7009242,2021-02-04,2021-02-17,Group,Health Only,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,13,Claim Dismissed,
8944,New York Life Insurance Company,7008945,2021-04-01,2021-04-21,Individual Life,,Underwriting,Refusal to Insure,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
8945,UnitedHealthcare Insurance Company,7009377,2021-05-19,2021-06-03,Individual,Medicare Advantage,Claim Handling,Claim Procedure,Claim Settled,,0.0,Closed,15,Claim Settled,
8946,Genworth Life Insurance Company,7006763,2021-10-19,2021-10-21,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,2,Claim Settled,
8947,"Harvard Pilgrim Health Care of Connecticut, Inc.",7018121,2019-10-11,2019-10-18,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,7,Claim Dismissed,
8948,Federal Life Insurance Company,7017208,2018-04-25,2018-04-25,Group Life,,Underwriting,No Subreason,No Action Requested/Required,,0.0,Closed,0,Claim Dismissed,
8949,UnitedHealthcare Insurance Company,7013823,2018-12-06,2018-12-26,Individual,Medicare Supplement(Policies or Certs),PolicyHolder Service,Premium Notice/Billing,No Action Requested/Required,,0.0,Closed,20,Claim Dismissed,
8950,UnitedHealthcare Insurance Company,7021993,2019-05-08,2019-05-23,Individual,Medicare Advantage,Marketing & Sales,High Pressure Tactics,No Action Requested/Required,,0.0,Closed,15,Claim Dismissed,
8951,John Hancock Life & Health Insurance Company,7013193,2018-10-10,2018-10-22,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,12,Claim Settled,
8952,Integon National Insurance Company,7008999,2021-05-13,2021-05-25,Homeowners,Homeowners,Underwriting,Nonrenewal,Compromised Settlement/Resolution,,0.0,Closed,12,Claim Settled,
8953,"Oxford Health Plans (CT), Inc",7014307,2019-03-01,2019-03-06,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,No Action Requested/Required,,0.0,Closed,5,Claim Dismissed,
8954,"ConnectiCare Insurance Company, Inc",7013007,2018-10-04,2018-10-24,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,1279.17,Closed,20,Claim Settled,
8955,"Anthem Health Plans, Inc",7005615,2020-12-29,2021-01-08,A & H,,Claim Handling,Claim Procedure,Insufficient Information,,0.0,Closed,10,Claim Dismissed,
8956,Cigna Health and Life Insurance Company,7009071,2021-02-03,2021-02-19,Individual,Dental,Claim Handling,Coordination of Benefits,No Action Requested/Required,,0.0,Closed,16,Claim Dismissed,
8957,Connecticut Attorneys Title Insurance Company,7018126,2019-10-15,2019-11-18,Homeowners,Homeowners,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,34,Claim Settled,
8958,Brighthouse Life Insurance Company,7001875,2020-04-30,2020-05-18,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
8959,Transamerica Premier LIfe Insurance Company,7019170,2019-05-13,2019-06-10,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
8960,Universal North America Insurance Company,7006263,2018-02-09,2018-02-20,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,11,Claim Settled,
8961,Global Liberty Insurance Company of New York,7007484,2018-03-12,2018-03-27,Commercial,Commercial Auto,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
8962,Nationwide Property & Casualty Insurance Company,7009457,2021-02-09,2021-03-10,Other [Enter Coverage],,Underwriting,No Subreason,No Action Requested/Required,,0.0,Closed,29,Claim Dismissed,
8963,Inverin Insurance Company,7008269,2018-02-26,2018-03-09,Individual,Dental,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,11,Claim Dismissed,
8964,Utica First Insurance Company,7010941,2021-08-02,2021-09-07,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,36,Claim Settled,
8965,"Cigna HealthCare of Connecticut, Inc",7017566,2018-04-27,2018-06-28,Group,Health Only,Claim Handling,Coordination of Benefits,Claim Settled,,0.0,Closed,62,Claim Settled,
8966,Brighthouse Life Insurance Company,7011246,2021-05-10,2021-05-11,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,1,Claim Settled,
8967,Aetna Life Insurance Company,7011005,2021-03-08,2021-03-31,Group Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,23,Claim Dismissed,
8968,National Fire Insurance Company of Hartford,7012394,2018-09-24,2018-09-26,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,No Action Requested/Required,,0.0,Closed,2,Claim Dismissed,
8969,"Anthem Health Plans, Inc",7009572,2021-07-09,2021-07-22,A & H,,Claim Handling,UR Procedure,Insufficient Information,,0.0,Closed,13,Claim Dismissed,
8970,ConnectiCare Inc,7005641,2020-12-31,2021-02-10,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,No Action Requested/Required,,0.0,Closed,41,Claim Dismissed,
8971,Genworth Life Insurance Company,7000269,2020-01-24,2020-01-27,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,3,Claim Settled,
8972,American Strategic Insurance Corp.,7009988,2021-08-04,2021-09-08,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,35,Claim Settled,
8973,"ConnectiCare Insurance Company, Inc",7018671,2019-10-30,2019-11-19,Group,Health Only,Claim Handling,Eligibility of Provider,Claim Settled,,0.0,Closed,20,Claim Settled,
8974,TIAA&ndash;CREF Life Insurance Company,7022020,2019-05-09,2019-05-29,Group Annuities,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
8975,American Security Insurance Company,7018888,2019-11-07,2019-12-27,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,50,Claim Settled,
8976,Arch Insurance Company,7010206,2021-02-19,2021-03-30,Travel,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,39,Claim Settled,
8977,"ConnectiCare Insurance Company, Inc",7015176,2018-06-28,2018-08-03,Individual,Health Only,Claim Handling,Claim Procedure,Claim Settled,,3779.0,Closed,36,Claim Settled,
8978,"Anthem Health Plans, Inc",7000442,2020-02-05,2020-03-16,Group,Health Only,PolicyHolder Service,Delays/No Response,Claim Settled,,0.0,Closed,40,Claim Settled,
8979,Transamerica Life Insurance Company,7020824,2019-09-17,2019-12-19,Individual,Long Term Care,PolicyHolder Service,Delays/No Response,Compromised Settlement/Resolution,,0.0,Closed,93,Claim Settled,
8980,"Oxford Health Plans (CT), Inc",7005477,2021-01-14,2021-01-19,Group,Health Only,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,5,Claim Dismissed,
8981,"Anthem Health Plans, Inc",7003980,2020-10-01,2020-10-14,A & H,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,13,Claim Dismissed,
8982,"Anthem Health Plans, Inc",7013021,2018-11-19,2018-12-05,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Premium Notice/Billing,Compromised Settlement/Resolution,,0.0,Closed,16,Claim Settled,
8983,UnitedHealthcare Insurance Company,7000402,2020-02-04,2020-02-19,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
8984,"Anthem Health Plans, Inc",7018397,2019-10-22,2020-01-13,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,261.73,Closed,83,Claim Settled,
8985,"Anthem Health Plans, Inc",7016634,2018-04-16,2018-04-18,Individual,Exchange&ndash;Individual Health,Claim Handling,Eligibility of Provider,Insufficient Information,,0.0,Closed,2,Claim Dismissed,
8986,RLI Insurance Company,7016084,2018-06-05,2018-06-20,Umbrella,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
8987,"ConnectiCare Insurance Company, Inc",7019247,2019-05-23,2019-06-17,Individual,Health Only,Marketing & Sales,Misappropriation of Premium,Compromised Settlement/Resolution,,0.0,Closed,25,Claim Settled,
8988,Homesite Insurance Company,7008756,2021-03-18,2021-04-08,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,21,Claim Settled,
8989,Colonial Life & Accident Insurance Company,7015799,2018-08-27,2018-09-14,Group,Disability Income,Marketing & Sales,Misappropriation of Premium,Compromised Settlement/Resolution,,0.0,Closed,18,Claim Settled,
8990,Equitable Financial Life Insurance Company,7001060,2020-03-13,2020-03-31,Individual Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,18,Claim Dismissed,
8991,Colorado Bankers Life Insurance Company,7000163,2020-01-03,2020-01-15,Individual Life,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,12,Claim Settled,
8992,"Anthem Health Plans, Inc",7001681,2020-03-26,2020-04-06,A & H,,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,11,Claim Settled,
8993,"Anthem Health Plans, Inc",7013323,2019-03-06,2019-03-11,Group,Health Only,Underwriting,CT Continuation 38a&ndash;512a,No Action Requested/Required,,0.0,Closed,5,Claim Dismissed,
8994,Harleysville Preferred Insurance Company,7013994,2018-12-10,2019-01-09,Homeowners,Homeowners,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,30,Claim Settled,
8995,"Anthem Health Plans, Inc",7013349,2019-03-07,2019-04-04,Group,Health Only,PolicyHolder Service,Delays/No Response,Claim Settled,,0.0,Closed,28,Claim Settled,
8996,"Anthem Health Plans, Inc",7000776,2020-02-26,2020-04-27,Group,Health Only,Claim Handling,Claim Procedure,No Action Requested/Required,,9135.44,Closed,61,Claim Dismissed,
8997,Connecticut FAIR Plan,7008448,2021-08-10,2021-09-29,Homeowners,Homeowners,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,50,Claim Settled,
8998,Genworth Life Insurance Company,7003594,2020-09-03,2020-09-17,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
8999,"ConnectiCare Benefits, Inc.",7005239,2020-12-09,2021-01-08,Individual,Exchange&ndash;Individual Health,Claim Handling,Eligibility of Provider,Claim Settled,,19123.26,Closed,30,Claim Settled,
9000,United States Fire Insurance Company,7002622,2020-06-29,2020-07-31,Travel,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,32,Claim Settled,
9001,Trumbull Insurance Company,7004088,2020-10-08,2020-11-02,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,25,Claim Settled,
9002,Aetna Health and Life Insurance Company,7018525,2019-12-17,2020-07-17,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,2000.0,Closed,213,Claim Settled,
9003,"ConnectiCare Insurance Company, Inc",7000844,2020-02-28,2020-03-23,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
9004,Genworth Life Insurance Company,7014440,2019-02-01,2019-02-01,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,0,Claim Settled,
9005,"Anthem Health Plans, Inc",7012651,2018-11-14,2018-12-06,Group,Disability Income,Claim Handling,Eligibility of Provider,No Action Requested/Required,,0.0,Closed,22,Claim Dismissed,
9006,"Oxford Health Plans (CT), Inc",7001280,2020-03-04,2020-03-24,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,20,Claim Dismissed,
9007,Foremost Property and Casualty Insurance Company,7021427,2019-04-29,2019-05-22,Mobile Homeowner,Mobile Home,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
9008,Ohio Security Insurance Company,7018412,2019-10-22,2020-01-21,General,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,91,Claim Settled,
9009,"Sentinel Insurance Company, Ltd",7021877,2019-05-16,2019-06-07,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
9010,"Anthem Health Plans, Inc",7001327,2020-03-09,2020-03-25,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Insufficient Information,,0.0,Closed,16,Claim Dismissed,
9011,United Services Automobile Association,7007196,2018-01-12,2018-02-23,Other [Enter Coverage],,Underwriting,No Subreason,No Action Requested/Required,,0.0,Closed,42,Claim Dismissed,
9012,Life Insurance Company of North America,7009917,2021-05-27,2021-06-16,Group,Disability Income,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,20,Claim Dismissed,
9013,Metropolitan Life Insurance Company,7010358,2021-07-28,2021-08-13,Individual,Dental,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,16,Claim Dismissed,
9014,"Anthem Health Plans, Inc",7003324,2020-08-18,2020-09-01,Group,Health Only,Claim Handling,Eligibility of Provider,No Action Requested/Required,,0.0,Closed,14,Claim Dismissed,
9015,"ConnectiCare Insurance Company, Inc",7015197,2018-06-28,2018-07-17,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
9016,Bankers Life and Casualty Company,7003966,2020-10-01,2020-10-14,Individual,Long Term Care,Claim Handling,Claim Procedure,Claim Settled,,4480.0,Closed,13,Claim Settled,
9017,Guarantee Trust Life Insurance Company,7005168,2020-12-22,2021-01-14,Individual,Cancer/Dread Disease,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,23,Claim Dismissed,
9018,Hanover American Insurance Company,7003431,2020-07-29,2020-09-04,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,37,Claim Settled,
9019,"Anthem Health Plans, Inc",7014355,2018-10-25,2018-11-21,Individual,Exchange&ndash;Individual Health,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,27,Claim Dismissed,
9020,Travelers Home and Marine Insurance Company (The),7020252,2019-09-16,2019-10-04,Homeowners,Homeowners,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9021,Genworth Life Insurance Company of New York,7011055,2021-05-06,2021-05-06,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,0,Claim Settled,
9022,Genworth Life Insurance Company,7007632,2018-01-19,2018-02-13,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,25,Claim Settled,
9023,"ConnectiCare Insurance Company, Inc",7021909,2019-08-13,2019-09-09,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
9024,Everlake Life Insurance Company,7001641,2020-03-25,2020-04-13,Individual Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,19,Claim Dismissed,
9025,Property and Casualty Insurance Company of Hartford,7014445,2019-02-04,2019-02-21,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,17,Claim Settled,
9026,"ConnectiCare Insurance Company, Inc",7001370,2020-03-30,2020-05-06,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,37,Claim Settled,
9027,"Anthem Health Plans, Inc",7011071,2021-06-14,2021-06-25,A & H,,Claim Handling,Claim Procedure,Claim Settled,,1334.0,Closed,11,Claim Settled,
9028,LM General Insurance Company,7010413,2021-02-24,2021-03-18,Homeowners,Homeowners,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
9029,State Farm Fire & Casualty Company,7007679,2018-02-22,2018-03-09,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
9030,American Strategic Insurance Corp.,7016758,2018-08-23,2018-10-09,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,47,Claim Settled,
9031,Genworth Life Insurance Company,7021746,2019-08-12,2019-08-19,Individual,Long Term Care,Underwriting,Premium & Rating,Insufficient Information,,0.0,Closed,7,Claim Dismissed,
9032,Vermont Mutual Insurance Company,7000720,2020-02-24,2020-03-19,Commercial Multi&ndash;Peril,Condo Association,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
9033,"Anthem Health Plans, Inc",7000760,2020-02-25,2020-03-17,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9034,"Anthem Health Plans, Inc",7014088,2019-02-19,2019-03-06,Group,Health Only,Marketing & Sales,Misappropriation of Premium,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
9035,"Anthem Health Plans, Inc",7010236,2021-02-22,2021-04-07,Individual,Exchange&ndash;Individual Health,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,44,Claim Dismissed,
9036,Republic&ndash;Franklin Insurance Company,7022215,2019-05-10,2019-06-19,Homeowners,Homeowners,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,40,Claim Settled,
9037,Allstate Insurance Company,7019797,2019-07-16,2019-08-20,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,35,Claim Settled,
9038,Transamerica Premier LIfe Insurance Company,7004551,2020-10-14,2020-10-27,Individual,Long Term Care,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,13,Claim Dismissed,
9039,"Oxford Health Insurance, Incorporated",7013526,2019-03-14,2019-03-22,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,8,Claim Settled,
9040,Transamerica Life Insurance Company,7019650,2019-08-23,2019-09-06,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9041,"Anthem Health Plans, Inc",7008052,2018-02-14,2018-02-27,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,13,Claim Settled,
9042,"Oxford Health Plans (CT), Inc",7012249,2018-11-07,2018-12-17,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,1260.5,Closed,40,Claim Settled,
9043,Allstate Insurance Company,7006061,2017-12-20,2018-01-09,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,20,Claim Settled,
9044,United Services Automobile Association,7013536,2019-03-15,2019-04-22,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,38,Claim Settled,
9045,Genworth Life Insurance Company,7009415,2021-07-08,2021-07-29,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9046,"ConnectiCare Insurance Company, Inc",7016222,2018-04-09,2018-05-17,Individual,Health Only,Underwriting,Nonrenewal,Company Position Substantiated,,0.0,Closed,38,Claim Settled,
9047,"ConnectiCare Benefits, Inc.",7012764,2019-03-05,2019-03-26,Individual,Exchange&ndash;Individual Health,Underwriting,Premium & Rating,No Action Requested/Required,,0.0,Closed,21,Claim Dismissed,
9048,"Anthem Health Plans, Inc",7008836,2021-06-28,2021-07-09,Individual,Health Only,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,11,Claim Dismissed,
9049,"Anthem Health Plans, Inc",7014292,2019-02-28,2019-03-14,Group,Health Only,Claim Handling,Mandated Benefit,Claim Settled,,1847.92,Closed,14,Claim Settled,
9050,"Anthem Health Plans, Inc",7016800,2018-04-18,2018-06-12,Individual,Dental,Marketing & Sales,High Pressure Tactics,No Action Requested/Required,,0.0,Closed,55,Claim Dismissed,
9051,Cigna Health and Life Insurance Company,7018461,2019-12-16,2020-01-27,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Claim Settled,,836.77,Closed,42,Claim Settled,
9052,"ConnectiCare Benefits, Inc.",7011341,2021-01-22,2021-02-02,Individual,Exchange&ndash;Individual Health,Marketing & Sales,Misappropriation of Premium,Compromised Settlement/Resolution,,0.0,Closed,11,Claim Settled,
9053,"ConnectiCare Benefits, Inc.",7015577,2018-07-06,2018-07-20,Individual,Exchange&ndash;Individual Health,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9054,"Anthem Health Plans, Inc",7019852,2019-08-28,2019-09-11,Individual,Exchange&ndash;Individual Health,Claim Handling,Eligibility of Provider,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9055,Graphic Arts Mutual Insurance Company,7010198,2021-02-19,2021-03-05,General,,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
9056,Genworth Life Insurance Company,7013131,2019-02-22,2019-02-25,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,3,Claim Settled,
9057,"Oxford Health Insurance, Incorporated",7020410,2019-07-24,2019-07-26,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,2,Claim Settled,
9058,ConnectiCare Inc,7003843,2020-08-26,2020-10-22,Individual,Health Only,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,57,Claim Dismissed,
9059,UnitedHealthcare Insurance Company,7006924,2021-09-03,2021-09-24,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,21,Claim Dismissed,
9060,Transamerica Life Insurance Company,7000120,2020-01-16,2020-01-28,Individual,Long Term Care,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,12,Claim Settled,
9061,UnitedHealthcare Insurance Company,7012364,2019-02-14,2019-03-15,Individual,Health Only,Marketing & Sales,High Pressure Tactics,Compromised Settlement/Resolution,,241.64,Closed,29,Claim Settled,
9062,"ConnectiCare Benefits, Inc.",7006843,2018-01-10,2018-01-17,Individual,Exchange&ndash;Individual Health,Marketing & Sales,Misappropriation of Premium,Insufficient Information,,0.0,Closed,7,Claim Dismissed,
9063,United Services Automobile Association,7006224,2017-12-21,2018-01-08,Homeowners,Homeowners,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9064,"ConnectiCare Insurance Company, Inc",7016453,2018-04-12,2018-04-30,Individual,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,18,Claim Dismissed,
9065,SCOR Global Life Americas Reinsurance Company,7014638,2019-02-05,2019-02-19,Individual Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,14,Claim Dismissed,
9066,"Anthem Health Plans, Inc",7017803,2019-10-02,2019-10-22,A & H,,Claim Handling,Unsatisfactory Settlement/Offer,No Action Requested/Required,,0.0,Closed,20,Claim Dismissed,
9067,"ConnectiCare Insurance Company, Inc",7016055,2018-04-06,2018-05-03,Individual,Health Only,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,27,Claim Dismissed,
9068,Bankers Life and Casualty Company,7016583,2018-09-10,2018-09-26,Group,Health Only,Underwriting,Rescission,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
9069,Cigna Health and Life Insurance Company,7004657,2020-11-16,2021-01-07,Individual,Dental,Claim Handling,Eligibility of Provider,Claim Settled,,213.6,Closed,52,Claim Settled,
9070,Brighthouse Life Insurance Company,7004187,2020-09-18,2020-10-20,Individual,Long Term Care,Underwriting,Premium & Rating,No Action Requested/Required,,0.0,Closed,32,Claim Dismissed,
9071,Esurance Insurance Company,7044427,2022-04-14,2022-05-20,Individual Private Passenger,,Claim Handling,Claim Delay,Claim Settled,Claim Paid,0.0,Closed,36,Claim Settled,
9072,UnitedHealthcare Insurance Company,7019073,2019-09-30,2019-10-18,Group,Health Only,Claim Handling,UR DENIAL OF CLAIM,No Action Requested/Required,,0.0,Closed,18,Claim Dismissed,
9073,John Hancock Life Insurance Company (USA),7014131,2018-10-22,2018-11-13,Individual Life,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
9074,Bankers Life and Casualty Company,7021608,2019-05-01,2019-05-28,Individual,Medicare Advantage,Marketing & Sales,High Pressure Tactics,No Action Requested/Required,,0.0,Closed,27,Claim Dismissed,
9075,Property and Casualty Insurance Company of Hartford,7009609,2021-07-15,2021-08-02,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
9076,Hartford Life and Accident Insurance Company,7013387,2018-10-12,2018-10-29,Group,Group/Association Trust,Underwriting,No Subreason,No Action Requested/Required,,0.0,Closed,17,Claim Dismissed,
9077,"ConnectiCare Insurance Company, Inc",7003265,2020-08-14,2020-10-14,Individual,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Insufficient Information,,0.0,Closed,61,Claim Dismissed,
9078,Equitable Financial Life Insurance Company,7017204,2018-04-25,2018-05-17,Individual Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,22,Claim Dismissed,
9079,"Anthem Health Plans, Inc",7006801,2018-01-08,2018-01-25,Individual,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,No Action Requested/Required,,0.0,Closed,17,Claim Dismissed,
9080,"Anthem Health Plans, Inc",7017656,2018-08-06,2018-08-24,Individual,Exchange&ndash;Individual Health,Claim Handling,Claim Procedure,No Action Requested/Required,,0.0,Closed,18,Claim Dismissed,
9081,"Madison National Life Insurance Company, Inc.",7021281,2019-06-27,2019-07-22,Individual Life,,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,25,Claim Dismissed,
9082,Connecticut General Life Insurance Company,7021278,2019-06-27,2019-07-19,Group Life,,Claim Handling,Carrier Never Received Claim,No Action Requested/Required,,0.0,Closed,22,Claim Dismissed,
9083,Genworth Life Insurance Company,7021130,2019-07-31,2019-07-31,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,0,Claim Settled,
9084,Mutual of Omaha Insurance Company,7004858,2020-11-02,2020-11-18,Individual,Long Term Care,Marketing & Sales,Misrepresentation,No Action Requested/Required,,0.0,Closed,16,Claim Dismissed,
9085,"Anthem Health Plans, Inc",7002328,2020-05-18,2020-05-29,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,11,Claim Settled,
9086,Ohio Mutual Insurance Company,7001874,2020-04-30,2020-05-21,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,21,Claim Settled,
9087,Garrison Property and Casualty Insurance Company,7045531,2022-05-26,2022-06-15,Individual Private Passenger,,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Company Position Upheld,0.0,Closed,20,Claim Settled,
9088,Metropolitan Life Insurance Company,7019143,2019-11-19,2019-12-02,Individual,Long Term Care,Claim Handling,Claim Delay,Claim Settled,,7012.5,Closed,13,Claim Settled,
